EMGValue   Timestamp   TrueFlexState
97   17359868   0
496   17380668   0
496   17401468   0
494   17422268   0
497   17443068   0
496   17463868   0
496   17484668   0
496   17505468   0
496   17526268   0
497   17547068   0
496   17567868   0
496   17588668   0
497   17609468   0
498   17630268   0
497   17651068   0
498   17671868   0
496   17692668   0
497   17713468   0
496   17734268   0
496   17755068   0
496   17775868   0
495   17796668   0
497   17817468   0
494   17838268   0
497   17859068   0
495   17879868   0
496   17900668   0
496   17921468   0
496   17942268   0
496   17963068   0
496   17983868   0
496   18004668   0
495   18025468   0
496   18046268   0
496   18067068   0
496   18087868   0
496   18108668   0
497   18129468   0
497   18150268   0
496   18171068   0
496   18191868   0
495   18212668   0
497   18233468   0
495   18254268   0
496   18275068   0
496   18295868   0
496   18316668   0
495   18337468   0
495   18358268   0
497   18379068   0
496   18399868   0
496   18420668   0
497   18441468   0
496   18462268   0
496   18483068   0
495   18503868   0
497   18524668   0
496   18545468   0
497   18566268   0
496   18587068   0
496   18607868   0
496   18628668   0
496   18649468   0
495   18670268   0
494   18691068   0
496   18711868   0
497   18732668   0
495   18753468   0
496   18774268   0
495   18795068   0
496   18815868   0
496   18836668   0
496   18857468   0
497   18878268   0
495   18899068   0
496   18919868   0
496   18940668   0
496   18961468   0
496   18982268   0
496   19003068   0
496   19023868   0
497   19044668   0
496   19065468   0
496   19086268   0
497   19107068   0
496   19127868   0
497   19148668   0
496   19169468   0
496   19190268   0
496   19211068   0
497   19231868   0
496   19252668   0
496   19273468   0
496   19294268   0
497   19315068   0
496   19335868   0
496   19356668   0
496   19377468   0
496   19398268   0
497   19419068   0
496   19439868   0
497   19460668   0
496   19481468   0
497   19502268   0
494   19523068   0
496   19543868   0
491   19564668   0
495   19585468   0
496   19606268   0
496   19627068   0
496   19647868   0
496   19668668   0
495   19689468   0
495   19710268   0
497   19731068   0
496   19751868   0
496   19772668   0
497   19793468   0
494   19814268   0
496   19835068   0
497   19855868   0
497   19876668   0
496   19897468   0
495   19918268   0
496   19939068   0
495   19959868   0
496   19980668   0
496   20001468   0
495   20022268   0
496   20043068   0
496   20063868   0
496   20084668   0
495   20105468   0
494   20126268   0
495   20147068   0
494   20167868   0
496   20188668   0
495   20209468   0
494   20230268   0
495   20251068   0
494   20271868   0
495   20292668   0
494   20313468   0
494   20334268   0
496   20355068   0
495   20375868   0
494   20396668   0
493   20417468   0
494   20438268   0
494   20459068   0
493   20479868   0
494   20500668   0
491   20521468   0
494   20542268   0
489   20563068   0
493   20583868   0
494   20604668   0
492   20625468   0
492   20646268   0
492   20667068   0
492   20687868   0
492   20708668   0
492   20729468   0
492   20750268   0
492   20771068   0
492   20791868   0
492   20812668   0
492   20833468   0
492   20854268   0
492   20875068   0
493   20895868   0
493   20916668   0
494   20937468   0
492   20958268   0
494   20979068   0
492   20999868   0
492   21020668   0
493   21041468   0
492   21062268   0
496   21083068   0
494   21103868   0
496   21124668   0
496   21145468   0
495   21166268   0
494   21187068   0
495   21207868   0
496   21228668   0
499   21249468   0
497   21270268   0
497   21291068   0
497   21311868   0
498   21332668   0
498   21353468   0
497   21374268   0
497   21395068   0
498   21415868   0
498   21436668   0
498   21457468   0
499   21478268   0
499   21499068   0
497   21519868   0
498   21540668   0
499   21561468   0
498   21582268   0
499   21603068   0
499   21623868   0
499   21644668   0
498   21665468   0
499   21686268   0
499   21707068   0
498   21727868   0
500   21748668   0
498   21769468   0
498   21790268   0
498   21811068   0
499   21831868   0
498   21852668   0
499   21873468   0
498   21894268   0
498   21915068   0
497   21935868   0
498   21956668   0
497   21977468   0
499   21998268   0
498   22019068   0
497   22039868   0
498   22060668   0
499   22081468   0
497   22102268   0
497   22123068   0
497   22143868   0
496   22164668   0
497   22185468   0
496   22206268   0
497   22227068   0
498   22247868   0
497   22268668   0
496   22289468   0
497   22310268   0
499   22331068   0
497   22351868   0
496   22372668   0
498   22393468   0
496   22414268   0
496   22435068   0
496   22455868   0
497   22476668   0
496   22497468   0
497   22518268   0
497   22539068   0
497   22559868   0
497   22580668   0
497   22601468   0
497   22622268   0
495   22643068   0
496   22663868   0
497   22684668   0
498   22705468   0
497   22726268   0
499   22747068   0
499   22767868   0
499   22788668   0
499   22809468   0
498   22830268   0
496   22851068   0
497   22871868   0
498   22892668   0
496   22913468   0
497   22934268   0
497   22955068   0
496   22975868   0
499   22996668   0
496   23017468   0
496   23038268   0
497   23059068   0
497   23079868   0
497   23100668   0
497   23121468   0
496   23142268   0
496   23163068   0
496   23183868   0
496   23204668   0
498   23225468   0
496   23246268   0
496   23267068   0
496   23287868   0
496   23308668   0
495   23329468   0
498   23350268   0
498   23371068   0
497   23391868   0
498   23412668   0
496   23433468   0
497   23454268   0
497   23475068   0
496   23495868   0
497   23516668   0
497   23537468   0
497   23558268   0
497   23579068   0
497   23599868   0
496   23620668   0
497   23641468   0
497   23662268   0
497   23683068   0
496   23703868   0
496   23724668   0
499   23745468   0
497   23766268   0
497   23787068   0
497   23807868   0
497   23828668   0
497   23849468   0
496   23870268   0
496   23891068   0
497   23911868   0
498   23932668   0
497   23953468   0
496   23974268   0
497   23995068   0
497   24015868   0
496   24036668   0
497   24057468   0
496   24078268   0
498   24099068   0
496   24119868   0
497   24140668   0
498   24161468   0
496   24182268   0
496   24203068   0
497   24223868   0
496   24244668   0
495   24265468   0
496   24286268   0
496   24307068   0
497   24327868   0
497   24348668   0
497   24369468   0
496   24390268   0
497   24411068   0
496   24431868   0
498   24452668   0
496   24473468   0
499   24494268   0
496   24515068   0
495   24535868   0
496   24556668   0
496   24577468   0
496   24598268   0
495   24619068   0
497   24639868   0
497   24660668   0
496   24681468   0
497   24702268   0
496   24723068   0
497   24743868   0
496   24764668   0
495   24785468   0
496   24806268   0
496   24827068   0
496   24847868   0
496   24868668   0
495   24889468   0
496   24910268   0
495   24931068   0
496   24951868   0
496   24972668   0
495   24993468   0
496   25014268   0
496   25035068   0
496   25055868   0
497   25076668   0
496   25097468   0
495   25118268   0
497   25139068   0
496   25159868   0
496   25180668   0
496   25201468   0
496   25222268   0
496   25243068   0
495   25263868   0
497   25284668   0
496   25305468   0
496   25326268   0
496   25347068   0
497   25367868   0
496   25388668   0
496   25409468   0
496   25430268   0
495   25451068   0
496   25471868   0
496   25492668   0
497   25513468   0
496   25534268   0
495   25555068   0
496   25575868   0
496   25596668   0
497   25617468   0
496   25638268   0
496   25659068   0
497   25679868   0
497   25700668   0
496   25721468   0
496   25742268   0
495   25763068   0
494   25783868   0
496   25804668   0
495   25825468   0
495   25846268   0
