EMGValue   Timestamp   TrueFlexState
511   368938108   0
511   368959948   0
511   368981788   0
512   369003628   0
512   369025468   0
512   369047308   0
511   369069148   0
511   369090988   0
510   369112828   0
510   369134668   0
510   369156508   0
509   369178348   0
508   369200188   0
508   369222028   0
508   369243868   0
508   369265708   0
509   369287548   0
508   369309388   0
507   369331228   0
505   369353068   0
505   369374908   0
504   369396752   0
504   369418588   0
503   369440428   0
504   369462268   0
503   369484108   0
504   369505948   0
504   369527788   0
503   369549628   0
504   369571468   0
505   369593308   0
510   369615148   0
513   369636988   0
515   369658828   0
515   369680668   0
516   369702508   0
514   369724348   0
512   369746188   0
513   369768028   0
512   369789868   0
512   369811708   0
511   369833548   0
511   369855388   0
512   369877228   0
511   369899068   0
510   369920908   0
511   369942748   0
508   369964588   0
508   369986428   0
507   370008268   0
507   370030108   0
507   370051948   0
506   370073788   0
507   370095628   0
506   370117468   0
505   370139308   0
505   370161148   0
505   370182988   0
504   370204828   0
503   370226668   0
503   370248508   0
504   370270348   0
504   370292188   0
503   370314028   0
503   370335868   0
503   370357708   0
502   370379548   0
502   370401388   0
501   370423228   0
503   370445068   0
501   370466908   0
502   370488748   0
502   370510588   0
502   370532428   0
501   370554268   0
502   370576108   0
501   370597948   0
501   370619788   0
502   370641628   0
500   370663468   0
499   370685308   0
500   370707148   0
496   370728988   0
499   370750828   0
498   370772668   0
498   370794512   0
498   370816348   0
497   370838188   0
499   370860028   0
498   370881868   0
499   370903708   0
499   370925548   0
502   370947388   0
501   370969228   0
500   370991068   0
502   371012908   0
501   371034748   0
502   371056588   0
502   371078428   0
502   371100268   0
502   371122108   0
503   371143948   0
502   371165788   0
503   371187628   0
502   371209468   0
500   371231308   0
501   371253148   0
500   371274988   0
500   371296828   0
501   371318668   0
499   371340508   0
499   371362348   0
497   371384188   0
496   371406028   0
496   371427868   0
496   371449708   0
495   371471548   0
495   371493388   0
494   371515228   0
494   371537068   0
493   371558908   0
492   371580748   0
492   371602588   0
492   371624428   0
491   371646268   0
491   371668108   0
492   371689948   0
492   371711788   0
492   371733628   0
492   371755468   0
493   371777308   0
493   371799148   0
494   371820988   0
494   371842828   0
494   371864668   0
494   371886508   0
494   371908348   0
495   371930188   0
495   371952028   0
496   371973868   0
497   371995708   0
497   372017548   0
497   372039388   0
497   372061228   0
496   372083068   0
496   372104908   0
494   372126748   0
492   372148588   0
491   372170428   0
489   372192272   0
489   372214108   0
489   372235948   0
489   372257788   0
488   372279628   0
488   372301468   0
488   372323308   0
488   372345148   0
488   372366988   0
489   372388828   0
489   372410668   0
489   372432508   0
489   372454348   0
489   372476188   0
491   372498028   0
490   372519868   0
491   372541708   0
490   372563548   0
491   372585388   0
491   372607228   0
491   372629068   0
491   372650908   0
492   372672748   0
492   372694588   0
492   372716428   0
492   372738268   0
492   372760108   0
492   372781948   0
492   372803788   0
492   372825628   0
492   372847468   0
492   372869308   0
494   372891148   0
494   372912988   0
494   372934828   0
493   372956668   0
493   372978508   0
493   373000348   0
492   373022188   0
492   373044028   0
494   373065868   0
493   373087708   0
494   373109548   0
492   373131388   0
495   373153228   0
493   373175068   0
494   373196908   0
494   373218748   0
495   373240588   0
493   373262428   0
493   373284268   0
494   373306108   0
493   373327948   0
494   373349788   0
492   373371628   0
492   373393468   0
489   373415308   0
489   373437148   0
489   373458988   0
487   373480828   0
487   373502668   0
488   373524508   0
489   373546348   0
491   373568188   0
493   373590032   0
494   373611868   0
495   373633708   0
496   373655548   0
496   373677388   0
496   373699228   0
496   373721068   0
496   373742908   0
496   373764748   0
496   373786588   0
496   373808428   0
496   373830268   0
496   373852108   0
496   373873948   0
496   373895788   0
496   373917628   0
496   373939468   0
496   373961308   0
495   373983148   0
496   374004988   0
496   374026828   0
496   374048668   0
496   374070508   0
496   374092348   0
496   374114188   0
496   374136028   0
496   374157868   0
496   374179708   0
495   374201548   0
496   374223388   0
496   374245228   0
496   374267068   0
496   374288908   0
496   374310748   0
495   374332588   0
496   374354428   0
496   374376268   0
496   374398108   0
496   374419948   0
496   374441788   0
495   374463628   0
496   374485468   0
496   374507308   0
495   374529148   0
496   374550988   0
495   374572828   0
495   374594668   0
495   374616508   0
495   374638348   0
495   374660188   0
495   374682028   0
495   374703868   0
495   374725708   0
495   374747548   0
496   374769388   0
495   374791228   0
495   374813068   0
495   374834908   0
495   374856748   0
495   374878588   0
495   374900428   0
495   374922268   0
495   374944108   0
495   374965948   0
497   374987792   0
495   375009628   0
497   375031468   0
496   375053308   0
495   375075148   0
496   375096988   0
496   375118828   0
496   375140668   0
495   375162508   0
496   375184348   0
496   375206188   0
495   375228028   0
496   375249868   0
495   375271708   0
495   375293548   0
496   375315388   0
495   375337228   0
496   375359068   0
495   375380908   0
495   375402748   0
495   375424588   0
495   375446428   0
496   375468268   0
494   375490108   0
495   375511948   0
496   375533788   0
496   375555628   0
496   375577468   0
495   375599308   0
492   375621148   0
496   375642988   0
496   375664828   0
496   375686668   0
496   375708508   0
496   375730348   0
496   375752188   0
496   375774028   0
495   375795868   0
496   375817708   0
495   375839548   0
496   375861388   0
496   375883228   0
495   375905068   0
496   375926908   0
496   375948748   0
496   375970588   0
496   375992428   0
496   376014268   0
496   376036108   0
497   376057948   0
496   376079788   0
496   376101628   0
496   376123468   0
496   376145308   0
496   376167148   0
496   376188988   0
496   376210828   0
496   376232668   0
496   376254508   0
496   376276348   0
496   376298188   0
496   376320028   0
495   376341868   0
496   376363708   0
496   376385552   0
496   376407388   0
496   376429228   0
496   376451068   0
495   376472908   0
495   376494748   0
495   376516588   0
496   376538428   0
496   376560268   0
496   376582108   0
496   376603948   0
496   376625788   0
496   376647628   0
496   376669468   0
496   376691308   0
496   376713148   0
496   376734988   0
496   376756828   0
496   376778668   0
497   376800508   0
496   376822348   0
497   376844188   0
498   376866028   0
496   376887868   0
497   376909708   0
497   376931548   0
496   376953388   0
496   376975228   0
496   376997068   0
496   377018908   0
496   377040748   0
497   377062588   0
496   377084428   0
497   377106268   0
497   377128108   0
496   377149948   0
497   377171788   0
496   377193628   0
497   377215468   0
496   377237308   0
497   377259148   0
496   377280988   0
496   377302828   0
496   377324668   0
497   377346508   0
496   377368348   0
496   377390188   0
496   377412028   0
496   377433868   0
496   377455708   0
496   377477548   0
496   377499388   0
496   377521228   0
496   377543068   0
496   377564908   0
496   377586748   0
496   377608588   0
496   377630428   0
496   377652268   0
496   377674108   0
496   377695948   0
496   377717788   0
496   389445868   0
496   389467708   0
496   389489548   0
496   389511388   0
496   389533228   0
496   389555068   0
496   389576908   0
496   389598748   0
496   389620588   0
496   389642428   0
496   389664268   0
496   389686108   0
496   389707948   0
496   389729788   0
496   389751628   0
496   389773468   0
496   389795308   0
496   389817148   0
497   389838988   0
496   389860828   0
496   389882668   0
496   389904508   0
497   389926348   0
496   389948188   0
497   389970028   0
496   389991868   0
496   390013708   0
497   390035548   0
496   390057388   0
497   390079228   0
496   390101068   0
496   390122908   0
496   390144748   0
496   390166588   0
496   390188428   0
496   390210268   0
496   390232108   0
496   390253948   0
496   390275788   0
496   390297628   0
496   390319468   0
496   390341308   0
496   390363152   0
496   390384988   0
496   390406828   0
495   390428668   0
495   390450508   0
496   390472348   0
496   390494188   0
496   390516028   0
496   390537868   0
496   390559708   0
496   390581548   0
496   390603388   0
495   390625228   0
495   390647068   0
495   390668908   0
496   390690748   0
494   390712588   0
495   390734428   0
496   390756268   0
496   390778108   0
496   390799948   0
496   390821788   0
496   390843628   0
496   390865468   0
497   390887308   0
497   390909148   0
497   390930988   0
497   390952828   0
500   390974668   0
499   390996508   0
499   391018348   0
502   391040188   0
503   391062028   0
504   391083868   0
504   391105708   0
505   391127548   0
505   391149388   0
505   391171228   0
508   391193068   0
508   391214908   0
507   391236748   0
507   391258588   0
505   391280428   0
504   391302268   0
504   391324108   0
504   391345948   0
504   391367788   0
504   391389628   0
504   391411468   0
503   391433308   0
504   391455148   0
503   391476988   0
504   391498828   0
504   391520668   0
504   391542508   0
504   391564348   0
504   391586188   0
504   391608028   0
503   391629868   0
502   391651708   0
502   391673548   0
500   391695388   0
499   391717228   0
497   391739068   0
497   391760912   0
496   391782748   0
494   391804588   0
494   391826428   0
492   391848268   0
492   391870108   0
491   391891948   0
492   391913788   0
490   391935628   0
489   391957468   0
489   391979308   0
489   392001148   0
489   392022988   0
489   392044828   0
489   392066668   0
489   392088508   0
489   392110348   0
487   392132188   0
487   392154028   0
488   392175868   0
488   392197708   0
489   392219548   0
489   392241388   0
489   392263228   0
489   392285068   0
488   392306908   0
489   392328748   0
489   392350588   0
489   392372428   0
489   392394268   0
489   392416108   0
489   392437948   0
490   392459788   0
489   392481628   0
490   392503468   0
491   392525308   0
490   392547148   0
491   392568988   0
490   392590828   0
491   392612668   0
491   392634508   0
491   392656348   0
492   392678188   0
489   392700028   0
489   392721868   0
487   392743708   0
487   392765548   0
487   392787388   0
486   392809228   0
487   392831068   0
487   392852908   0
487   392874748   0
486   392896588   0
486   392918428   0
487   392940268   0
486   392962108   0
485   392983948   0
486   393005788   0
486   393027628   0
487   393049468   0
487   393071308   0
490   393093148   0
492   393114988   0
492   393136828   0
492   393158672   0
492   393180508   0
495   393202348   0
496   393224188   0
495   393246028   0
495   393267868   0
495   393289708   0
495   393311548   0
493   393333388   0
492   393355228   0
492   393377068   0
491   393398908   0
492   393420748   0
489   393442588   0
487   393464428   0
486   393486268   0
486   393508108   0
484   393529948   0
484   393551788   0
483   393573628   0
483   393595468   0
482   393617308   0
483   393639148   0
482   393660988   0
483   393682828   0
483   393704668   0
483   393726508   0
483   393748348   0
483   393770188   0
485   393792028   0
485   393813868   0
486   393835708   0
486   393857548   0
487   393879388   0
487   393901228   0
487   393923068   0
489   393944908   0
489   393966748   0
489   393988588   0
489   394010428   0
489   394032268   0
491   394054108   0
490   394075948   0
491   394097788   0
491   394119628   0
491   394141468   0
492   394163308   0
492   394185148   0
492   394206988   0
492   394228828   0
492   394250668   0
493   394272508   0
492   394294348   0
492   394316188   0
493   394338028   0
494   394359868   0
494   394381708   0
493   394403548   0
494   394425388   0
494   394447228   0
494   394469068   0
494   394490908   0
494   394512748   0
494   394534588   0
495   394556432   0
495   394578268   0
496   394600108   0
496   394621948   0
495   394643788   0
495   394665628   0
495   394687468   0
496   394709308   0
496   394731148   0
496   394752988   0
496   394774828   0
